CycPeptMPDB_ID,Structurally_Unique_ID,Sequence,Monomer_Length,Molecule_Shape,Permeability,MolWt,ExactMolWt,Permeable
1062,1062,meLLdLdPPY,6,Circle,-6.54,710917.0,710.4366982,1
1063,1063,Me_dLMe_dLLdLPY,6,Circle,-6.17,740987.0,740.4836484,1
1064,1064,dLLLLPY,6,Circle,-6.23,712933.0,712.4523483,1
1065,1065,Me_dLmeLLmeLPY,6,Circle,-5.64,755014.0,754.4992985,0
1066,9,LdLLdLdPY,6,Circle,-6.96,712933.0,712.4523483,1
1067,1067,LdLdLdLPAla(indol-2-yl),6,Circle,-5.48,735971.0,735.4683327,0
1068,1068,LLdLdPPAla(indol-2-yl),6,Circle,-6.72,719928.0,719.4370325,1
1069,1069,dLdLdLLPAla(indol-2-yl),6,Circle,-6.55,735971.0,735.4683327,1
1070,1070,dLdLLdLPAla(indol-2-yl),6,Circle,-5.6,735971.0,735.4683327,0
1071,1071,LdLLLdPAla(indol-2-yl),6,Circle,-5.78,735971.0,735.4683327,0
1072,1072,IdLIIdPAla(indol-2-yl),6,Circle,-6.39,735971.0,735.4683327,1
1073,1073,FdFFFdPAla(indol-2-yl),6,Circle,-10.0,872039.0,871.4057324,1
1074,1074,LdLAla(indol-2-yl)LdPAla(indol-2-yl),6,Circle,-10.0,809025.0,808.4635816,1
1075,1075,LLAla(indol-2-yl)Ala(indol-2-yl)dPAla(indol-2-yl),6,Circle,-10.0,882079.0,881.4588306,1
1076,1076,dAla(indol-2-yl)KTFPF,6,Circle,-7.1,806965.0,806.4115461,1
1077,1077,dAla(indol-2-yl)dKTdFPF,6,Circle,-7.05,806965.0,806.4115461,1
1078,1078,AGFLdPY,6,Circle,-8.0,648761.0,648.3271477,1
1079,1079,dAGFdLPY,6,Circle,-7.15,648761.0,648.3271477,1
1080,1080,dAGFdLLY,6,Circle,-7.7,664804.0,664.3584479,1
1081,1081,AGdFdLPY,6,Circle,-8.0,648761.0,648.3271477,1
1082,1082,dAGdFLPY,6,Circle,-8.0,648761.0,648.3271477,1
1083,1083,dAGFLPY,6,Circle,-7.52,648761.0,648.3271477,1
1084,1084,ASarmeFLdPmeY,6,Circle,-6.46,690842.0,690.3740979,1
1085,1085,AGmeFmeLdPmeY,6,Circle,-6.8,690842.0,690.3740979,1
1086,1086,Me_dASarFMe_dLPY,6,Circle,-7.15,690842.0,690.3740979,1
1087,1087,Me_dASarFMe_dLmeLY,6,Circle,-6.03,720912.0,720.4210481,1
1088,1088,meASardFdLPY,6,Circle,-7.52,676815.0,676.3584479,1
1089,1089,Me_dASardFLPY,6,Circle,-6.85,676815.0,676.3584479,1
1090,1090,Me_dASarFmeLPY,6,Circle,-10.0,690842.0,690.3740979,1
1091,1091,meLSarFLPY,6,Circle,-7.0,718896.0,718.4053981,1
1092,1092,meLMe_dLFLPY,6,Circle,-6.39,775004.0,774.4679983,1
1093,1093,RdRRKdPAla(indol-2-yl),6,Circle,-10.0,880073.0,879.5303728,1
1094,1094,dAAmeAAmeAA,6,Circle,-8.0,454528.0,454.2539828,1
1095,1095,PFFAla(indol-2-yl)VL,6,Circle,-6.43,789978.0,789.4213825,1
1096,1096,PFYPGL,6,Circle,-8.0,674799.0,674.3427978,1
1097,1097,PGLVIY,6,Circle,-10.0,642798.0,642.3740979,1
1098,1098,GTFLYV,6,Circle,-7.4,680803.0,680.3533625,1
1099,1099,GVGFYI,6,Circle,-8.0,636.75,636.3271477,1
1100,1100,GTFLYA,6,Circle,-7.7,652749.0,652.3220624,1
1101,1101,AYNFGL,6,Circle,-8.0,665748.0,665.3173113,1
1102,1102,GTFLYT,6,Circle,-7.7,682775.0,682.3326271,1
1103,1103,PFFAla(indol-2-yl)VmeL,6,Circle,-10.0,804005.0,803.4370325,1
1104,1104,PFFMe_Ala(indol-2-yl)VL,6,Circle,-10.0,804005.0,803.4370325,1
1105,1105,SarTFLYT,6,Circle,-7.7,696802.0,696.3482771,1
1106,1106,SarmeTFLYT,6,Circle,-8.0,710829.0,710.3639272,1
1107,1107,LmeLLMe_dAmeALmeLLMe_dAmeA,10,Circle,-4.61,1047438.0,1046.746739,0
1108,1108,LmeALMe_dAmeALmeALMe_dAmeA,10,Circle,-5.18,963276.0,962.652839,0
1109,1109,AmeAAMe_dAmeAAmeAAMe_dAmeA,10,Circle,-6.12,794952.0,794.4650382,1
1110,1110,LmeLLSarPLmeLLSarP,10,Circle,-4.73,1043406.0,1042.715439,0
1111,1111,LmeALSarPLmeALSarP,10,Circle,-6.22,959244.0,958.6215388,1
1112,1112,AmeAASarPAmeAASarP,10,Circle,-6.17,790.92,790.4337381,1
1113,1113,LmeALMe_dFPLmeALMe_dFP,10,Circle,-5.82,1139494.0,1138.715439,0
1114,1114,LmeALdPmeFLmeALdPmeF,10,Circle,-4.94,1139494.0,1138.715439,0
1115,1115,LmeALdPmeALmeALdPmeA,10,Circle,-5.19,987298.0,986.652839,0
1116,1116,LmeALdPmeVLmeALdPmeV,10,Circle,-5.22,1043406.0,1042.715439,0
1117,1117,LmeFLdPmeALmeFLdPmeA,10,Circle,-5.65,1139494.0,1138.715439,0
1118,1118,LmeALMe_dFmeALmeALMe_dFmeA,10,Circle,-5.35,1115472.0,1114.715439,0
1119,1119,LmeALMe_dAmeFLmeALMe_dAmeF,10,Circle,-6.25,1115472.0,1114.715439,1
1120,1120,LmeALMe_dLmeFLmeALMe_dLmeF,10,Circle,-6.3,1199634.0,1198.80934,1
1121,1121,LALdPFLALdPF,10,Circle,-6.2,1083386.0,1082.652839,1
1122,1122,Mono35GLG,4,Circle,-5.81,553664.0,553.3012673,0
1123,1123,Mono35GLA,4,Circle,-5.96,567691.0,567.3169174,0
1124,1124,Mono35ALG,4,Circle,-5.42,567691.0,567.3169174,0
1125,1125,Mono35ALA,4,Circle,-5.47,581718.0,581.3325675,0
1126,1126,Mono35FLL,4,Circle,-4.89,699897.0,699.4108178,0
1127,1127,Mono36GLG,4,Circle,-5.27,615735.0,615.3169174,0
1128,1128,Mono37GLG,4,Circle,-5.27,581718.0,581.3325675,0
1129,1129,PGLGFA,6,Circle,-6.89,542637.0,542.2852829,1
1130,1130,PGLAFA,6,Circle,-8.06,556664.0,556.300933,1
1131,1131,PALGFA,6,Circle,-7.13,556664.0,556.300933,1
1132,1132,PALAFA,6,Circle,-7.33,570691.0,570.3165831,1
1133,1133,PFLLFA,6,Circle,-4.94,688.87,688.3948334,0
1134,1134,AMeOEt_GlymeLNledPEt_Gly,6,Circle,-7.13,608781.0,608.389748,1
1135,1135,Apentyl_GlymeLNledPEt_Gly,6,Circle,-5.32,620836.0,620.4261335,0
1136,1136,ABn_GlymeLNledPEt_Gly,6,Circle,-5.45,640826.0,640.3948334,0
1137,1137,AcHexCH2_GlymeLNledPEt_Gly,6,Circle,-5.04,646874.0,646.4417836,0
1138,1138,AMono38meLNledPEt_Gly,6,Circle,-7.27,648846.0,648.4210481,1
1139,1139,LMeOEt_GlymeLNledPEt_Gly,6,Circle,-5.55,650862.0,650.4366982,0
1140,1140,A3-pyridylethyl_GlymeLNledPEt_Gly,6,Circle,-7.4,655841.0,655.4057324,1
1141,1141,Lpentyl_GlymeLNledPEt_Gly,6,Circle,-4.94,662917.0,662.4730837,0
1142,1142,APhPr_GlymeLNledPEt_Gly,6,Circle,-5.16,668.88,668.4261335,0
1143,1143,AMono39meLNledPEt_Gly,6,Circle,-5.46,670852.0,670.4053981,0
1144,1144,AMono40meLNledPEt_Gly,6,Circle,-7.33,672872.0,672.4322815,1
1145,1145,AMono41meLNledPEt_Gly,6,Circle,-8.28,675872.0,675.4319472,1
1146,1146,LBn_GlymeLNledPEt_Gly,6,Circle,-4.99,682907.0,682.4417836,0
1147,1147,FMeOEt_GlymeLNledPEt_Gly,6,Circle,-5.4,684879.0,684.4210481,0
1148,1148,LcHexCH2_GlymeLNledPEt_Gly,6,Circle,-5.17,688955.0,688.4887338,0
1149,1149,LMono38meLNledPEt_Gly,6,Circle,-5.75,690927.0,690.4679983,0
1150,1150,Fpentyl_GlymeLNledPEt_Gly,6,Circle,-5.1,696934.0,696.4574336,0
1151,1151,L3-pyridylethyl_GlymeLNledPEt_Gly,6,Circle,-6.14,697922.0,697.4526826,1
1152,1152,LPhPr_GlymeLNledPEt_Gly,6,Circle,-5.11,710961.0,710.4730837,0
1153,1153,LMono39meLNledPEt_Gly,6,Circle,-5.19,712933.0,712.4523483,0
1154,1154,LMono40meLNledPEt_Gly,6,Circle,-6.0,714953.0,714.4792317,0
1155,1155,FBn_GlymeLNledPEt_Gly,6,Circle,-5.16,716924.0,716.4261335,0
1156,1156,LMono41meLNledPEt_Gly,6,Circle,-7.02,717953.0,717.4788974,1
1157,1157,FcHexCH2_GlymeLNledPEt_Gly,6,Circle,-5.54,722972.0,722.4730837,0
1158,1158,FMono38meLNledPEt_Gly,6,Circle,-5.5,724944.0,724.4523483,0
1159,1159,F3-pyridylethyl_GlymeLNledPEt_Gly,6,Circle,-5.87,731939.0,731.4370325,0
1160,1160,NalMeOEt_GlymeLNledPEt_Gly,6,Circle,-5.17,734939.0,734.4366982,0
1161,1161,FPhPr_GlymeLNledPEt_Gly,6,Circle,-5.38,744978.0,744.4574336,0
1162,1162,FMono39meLNledPEt_Gly,6,Circle,-5.47,746.95,746.4366982,0
1163,1163,Nalpentyl_GlymeLNledPEt_Gly,6,Circle,-6.49,746994.0,746.4730837,1
1164,1164,FMono40meLNledPEt_Gly,6,Circle,-5.7,748.97,748.4635816,0
1165,1165,FMono41meLNledPEt_Gly,6,Circle,-6.6,751.97,751.4632473,1
1166,1166,NalBn_GlymeLNledPEt_Gly,6,Circle,-6.08,766984.0,766.4417836,1
1167,1167,NalcHexCH2_GlymeLNledPEt_Gly,6,Circle,-6.58,773032.0,772.4887338,1
1168,1168,NalMono38meLNledPEt_Gly,6,Circle,-5.23,775004.0,774.4679983,0
1169,1169,Nal3-pyridylethyl_GlymeLNledPEt_Gly,6,Circle,-5.51,781999.0,781.4526826,0
1170,1170,NalPhPr_GlymeLNledPEt_Gly,6,Circle,-7.08,795038.0,794.4730837,1
1171,1171,NalMono39meLNledPEt_Gly,6,Circle,-6.32,797.01,796.4523483,1
1172,1172,NalMono40meLNledPEt_Gly,6,Circle,-5.47,799.03,798.4792317,0
1173,1173,NalMono41meLNledPEt_Gly,6,Circle,-5.85,802.03,801.4788974,0
1174,1174,AMeOEt_GlymeLNledPPr_Gly,6,Circle,-6.56,622808.0,622.4053981,1
1175,1175,Apentyl_GlymeLNledPPr_Gly,6,Circle,-5.05,634863.0,634.4417836,0
1176,1176,ABn_GlymeLNledPPr_Gly,6,Circle,-5.12,654853.0,654.4104834,0
1177,1177,AcHexCH2_GlymeLNledPPr_Gly,6,Circle,-4.93,660901.0,660.4574336,0
1178,1178,AMono38meLNledPPr_Gly,6,Circle,-6.69,662873.0,662.4366982,1
1179,1179,LMeOEt_GlymeLNledPPr_Gly,6,Circle,-5.16,664889.0,664.4523483,0
1180,1180,A3-pyridylethyl_GlymeLNledPPr_Gly,6,Circle,-6.94,669868.0,669.4213825,1
1181,1181,Lpentyl_GlymeLNledPPr_Gly,6,Circle,-5.23,676944.0,676.4887338,0
1182,1182,APhPr_GlymeLNledPPr_Gly,6,Circle,-4.96,682907.0,682.4417836,0
1183,1183,AMono39meLNledPPr_Gly,6,Circle,-5.22,684879.0,684.4210481,0
1184,1184,AMono40meLNledPPr_Gly,6,Circle,-6.86,686899.0,686.4479316,1
1185,1185,AMono41meLNledPPr_Gly,6,Circle,-7.96,689899.0,689.4475972,1
1186,1186,LBn_GlymeLNledPPr_Gly,6,Circle,-5.2,696934.0,696.4574336,0
1187,1187,FMeOEt_GlymeLNledPPr_Gly,6,Circle,-5.12,698906.0,698.4366982,0
1188,1188,LcHexCH2_GlymeLNledPPr_Gly,6,Circle,-5.7,702982.0,702.5043838,0
1189,1189,LMono38meLNledPPr_Gly,6,Circle,-5.34,704954.0,704.4836484,0
1190,1190,Fpentyl_GlymeLNledPPr_Gly,6,Circle,-5.56,710961.0,710.4730837,0
1191,1191,L3-pyridylethyl_GlymeLNledPPr_Gly,6,Circle,-5.62,711949.0,711.4683327,0
1192,1192,LPhPr_GlymeLNledPPr_Gly,6,Circle,-5.57,724988.0,724.4887338,0
1193,1193,LMono39meLNledPPr_Gly,6,Circle,-5.59,726.96,726.4679983,0
1194,1194,LMono40meLNledPPr_Gly,6,Circle,-5.59,728.98,728.4948818,0
1195,1195,FBn_GlymeLNledPPr_Gly,6,Circle,-5.63,730951.0,730.4417836,0
1196,1196,LMono41meLNledPPr_Gly,6,Circle,-6.54,731.98,731.4945474,1
1197,1197,FcHexCH2_GlymeLNledPPr_Gly,6,Circle,-6.23,736999.0,736.4887338,1
1198,1198,FMono38meLNledPPr_Gly,6,Circle,-5.19,738971.0,738.4679983,0
1199,1199,F3-pyridylethyl_GlymeLNledPPr_Gly,6,Circle,-5.58,745966.0,745.4526826,0
1200,1200,NalMeOEt_GlymeLNledPPr_Gly,6,Circle,-5.34,748966.0,748.4523483,0
1201,1201,FPhPr_GlymeLNledPPr_Gly,6,Circle,-6.04,759005.0,758.4730837,1
1202,1202,FMono39meLNledPPr_Gly,6,Circle,-6.05,760977.0,760.4523483,1
1203,1203,Nalpentyl_GlymeLNledPPr_Gly,6,Circle,-7.2,761021.0,760.4887338,1
1204,1204,FMono40meLNledPPr_Gly,6,Circle,-5.43,762997.0,762.4792317,0
1205,1205,FMono41meLNledPPr_Gly,6,Circle,-6.24,765997.0,765.4788974,1
1206,1206,NalBn_GlymeLNledPPr_Gly,6,Circle,-6.74,781011.0,780.4574336,1
1207,1207,NalcHexCH2_GlymeLNledPPr_Gly,6,Circle,-7.24,787059.0,786.5043838,1
1208,1208,NalMono38meLNledPPr_Gly,6,Circle,-5.37,789031.0,788.4836484,0
1209,1209,Nal3-pyridylethyl_GlymeLNledPPr_Gly,6,Circle,-5.43,796026.0,795.4683327,0
1210,1210,NalPhPr_GlymeLNledPPr_Gly,6,Circle,-7.44,809065.0,808.4887338,1
1211,1211,NalMono39meLNledPPr_Gly,6,Circle,-7.29,811037.0,810.4679983,1
1212,1212,NalMono40meLNledPPr_Gly,6,Circle,-5.53,813057.0,812.4948818,0
1213,1213,NalMono41meLNledPPr_Gly,6,Circle,-5.76,816057.0,815.4945474,0
1214,1214,AMeOEt_GlymeLNledPiBu_Gly,6,Circle,-6.08,636835.0,636.4210481,1
1215,1215,Apentyl_GlymeLNledPiBu_Gly,6,Circle,-4.9,648.89,648.4574336,0
1216,1216,ABn_GlymeLNledPiBu_Gly,6,Circle,-4.98,668.88,668.4261335,0
1217,1217,AcHexCH2_GlymeLNledPiBu_Gly,6,Circle,-4.96,674928.0,674.4730837,0
1218,1218,AMono38meLNledPiBu_Gly,6,Circle,-6.26,676.9,676.4523483,1
1219,1219,LMeOEt_GlymeLNledPiBu_Gly,6,Circle,-5.01,678916.0,678.4679983,0
1220,1220,A3-pyridylethyl_GlymeLNledPiBu_Gly,6,Circle,-6.54,683895.0,683.4370325,1
1221,1221,Lpentyl_GlymeLNledPiBu_Gly,6,Circle,-5.54,690971.0,690.5043838,0
1222,1222,APhPr_GlymeLNledPiBu_Gly,6,Circle,-4.96,696934.0,696.4574336,0
1223,1223,AMono39meLNledPiBu_Gly,6,Circle,-5.05,698906.0,698.4366982,0
1224,1224,AMono40meLNledPiBu_Gly,6,Circle,-6.43,700926.0,700.4635816,1
1225,1225,AMono41meLNledPiBu_Gly,6,Circle,-7.62,703926.0,703.4632473,1
1226,1226,LBn_GlymeLNledPiBu_Gly,6,Circle,-5.44,710961.0,710.4730837,0
1227,1227,FMeOEt_GlymeLNledPiBu_Gly,6,Circle,-5.06,712933.0,712.4523483,0
1228,1228,LcHexCH2_GlymeLNledPiBu_Gly,6,Circle,-6.2,717009.0,716.5200339,1
1229,1229,LMono38meLNledPiBu_Gly,6,Circle,-5.07,718981.0,718.4992985,0
1230,1230,Fpentyl_GlymeLNledPiBu_Gly,6,Circle,-5.97,724988.0,724.4887338,0
1231,1231,L3-pyridylethyl_GlymeLNledPiBu_Gly,6,Circle,-5.29,725976.0,725.4839827,0
1232,1232,LPhPr_GlymeLNledPiBu_Gly,6,Circle,-6.02,739015.0,738.5043838,1
1233,1233,LMono39meLNledPiBu_Gly,6,Circle,-5.89,740987.0,740.4836484,0
1234,1234,LMono40meLNledPiBu_Gly,6,Circle,-5.3,743007.0,742.5105318,0
1235,1235,FBn_GlymeLNledPiBu_Gly,6,Circle,-6.06,744978.0,744.4574336,1
1236,1236,LMono41meLNledPiBu_Gly,6,Circle,-6.27,746007.0,745.5101975,1
1237,1237,FcHexCH2_GlymeLNledPiBu_Gly,6,Circle,-6.82,751026.0,750.5043838,1
1238,1238,FMono38meLNledPiBu_Gly,6,Circle,-5.07,752998.0,752.4836484,0
1239,1239,F3-pyridylethyl_GlymeLNledPiBu_Gly,6,Circle,-5.35,759993.0,759.4683327,0
1240,1240,NalMeOEt_GlymeLNledPiBu_Gly,6,Circle,-5.65,762993.0,762.4679983,0
1241,1241,FPhPr_GlymeLNledPiBu_Gly,6,Circle,-6.57,773032.0,772.4887338,1
1242,1242,FMono39meLNledPiBu_Gly,6,Circle,-6.33,775004.0,774.4679983,1
1243,1243,Nalpentyl_GlymeLNledPiBu_Gly,6,Circle,-8.59,775048.0,774.5043838,1
1244,1244,FMono40meLNledPiBu_Gly,6,Circle,-5.22,777024.0,776.4948818,0
1245,1245,FMono41meLNledPiBu_Gly,6,Circle,-6.03,780024.0,779.4945474,1
1246,1246,NalBn_GlymeLNledPiBu_Gly,6,Circle,-7.78,795038.0,794.4730837,1
1247,1247,NalcHexCH2_GlymeLNledPiBu_Gly,6,Circle,-8.71,801086.0,800.5200339,1
1248,1248,NalMono38meLNledPiBu_Gly,6,Circle,-5.53,803058.0,802.4992985,0
1249,1249,Nal3-pyridylethyl_GlymeLNledPiBu_Gly,6,Circle,-5.53,810053.0,809.4839827,0
1250,1250,NalPhPr_GlymeLNledPiBu_Gly,6,Circle,-8.95,823092.0,822.5043838,1
1251,1251,NalMono39meLNledPiBu_Gly,6,Circle,-7.97,825064.0,824.4836484,1
1252,1252,NalMono40meLNledPiBu_Gly,6,Circle,-5.65,827084.0,826.5105318,0
1253,1253,NalMono41meLNledPiBu_Gly,6,Circle,-5.69,830084.0,829.5101975,0
1254,1254,AMeOEt_GlymeLNledPMono34,6,Circle,-6.32,680888.0,680.4472629,1
1255,1255,Apentyl_GlymeLNledPMono34,6,Circle,-4.88,692943.0,692.4836484,0
1256,1256,ABn_GlymeLNledPMono34,6,Circle,-4.97,712933.0,712.4523483,0
1257,1257,AcHexCH2_GlymeLNledPMono34,6,Circle,-4.81,718981.0,718.4992985,0
1258,1258,AMono38meLNledPMono34,6,Circle,-6.47,720953.0,720.478563,1
1259,1259,LMeOEt_GlymeLNledPMono34,6,Circle,-5.05,722969.0,722.4942131,0
1260,1260,A3-pyridylethyl_GlymeLNledPMono34,6,Circle,-6.74,727948.0,727.4632473,1
1261,1261,Lpentyl_GlymeLNledPMono34,6,Circle,-5.24,735024.0,734.5305986,0
1262,1262,APhPr_GlymeLNledPMono34,6,Circle,-4.88,740987.0,740.4836484,0
1263,1263,AMono39meLNledPMono34,6,Circle,-5.06,742959.0,742.4629129,0
1264,1264,AMono40meLNledPMono34,6,Circle,-6.67,744979.0,744.4897964,1
1265,1265,AMono41meLNledPMono34,6,Circle,-7.72,747979.0,747.489462,1
1266,1266,LBn_GlymeLNledPMono34,6,Circle,-5.17,755014.0,754.4992985,0
1267,1267,FMeOEt_GlymeLNledPMono34,6,Circle,-5.08,756986.0,756.478563,0
1268,1268,LcHexCH2_GlymeLNledPMono34,6,Circle,-5.76,761062.0,760.5462486,0
1269,1269,LMono38meLNledPMono34,6,Circle,-5.14,763034.0,762.5255132,0
1270,1270,Fpentyl_GlymeLNledPMono34,6,Circle,-5.47,769041.0,768.5149485,0
1271,1271,L3-pyridylethyl_GlymeLNledPMono34,6,Circle,-5.48,770029.0,769.5101975,0
1272,1272,LPhPr_GlymeLNledPMono34,6,Circle,-5.6,783068.0,782.5305986,0
1273,1273,LMono39meLNledPMono34,6,Circle,-5.5,785.04,784.5098631,0
1274,1274,LMono40meLNledPMono34,6,Circle,-5.43,787.06,786.5367466,0
1275,1275,FBn_GlymeLNledPMono34,6,Circle,-5.52,789031.0,788.4836484,0
1276,1276,LMono41meLNledPMono34,6,Circle,-6.47,790.06,789.5364122,1
1277,1277,FcHexCH2_GlymeLNledPMono34,6,Circle,-6.11,795079.0,794.5305986,1
1278,1278,FMono38meLNledPMono34,6,Circle,-5.11,797051.0,796.5098631,0
1279,1279,F3-pyridylethyl_GlymeLNledPMono34,6,Circle,-5.51,804046.0,803.4945474,0
1280,1280,NalMeOEt_GlymeLNledPMono34,6,Circle,-5.26,807046.0,806.4942131,0
1281,1281,FPhPr_GlymeLNledPMono34,6,Circle,-5.86,817085.0,816.5149485,0
1282,1282,FMono39meLNledPMono34,6,Circle,-5.75,819057.0,818.4942131,0
1283,1283,Nalpentyl_GlymeLNledPMono34,6,Circle,-7.19,819101.0,818.5305986,1
1284,1284,FMono40meLNledPMono34,6,Circle,-5.33,821077.0,820.5210965,0
1285,1285,FMono41meLNledPMono34,6,Circle,-6.23,824077.0,823.5207622,1
1286,1286,NalBn_GlymeLNledPMono34,6,Circle,-6.55,839091.0,838.4992985,1
1287,1287,NalcHexCH2_GlymeLNledPMono34,6,Circle,-6.98,845139.0,844.5462486,1
1288,1288,NalMono38meLNledPMono34,6,Circle,-5.28,847111.0,846.5255132,0
1289,1289,Nal3-pyridylethyl_GlymeLNledPMono34,6,Circle,-5.32,854106.0,853.5101975,0
1290,1290,NalPhPr_GlymeLNledPMono34,6,Circle,-7.0,867145.0,866.5305986,1
1291,1291,NalMono39meLNledPMono34,6,Circle,-6.8,869117.0,868.5098631,1
1292,1292,NalMono40meLNledPMono34,6,Circle,-5.44,871137.0,870.5367466,0
1293,1293,NalMono41meLNledPMono34,6,Circle,-5.82,874137.0,873.5364122,0
1294,1294,AMeOEt_GlymeLNledPMono42,6,Circle,-8.12,693887.0,693.4425118,1
1295,1295,Apentyl_GlymeLNledPMono42,6,Circle,-6.42,705942.0,705.4788974,1
1296,1296,ABn_GlymeLNledPMono42,6,Circle,-6.49,725932.0,725.4475972,1
1297,1297,AcHexCH2_GlymeLNledPMono42,6,Circle,-5.92,731.98,731.4945474,0
1298,1298,AMono38meLNledPMono42,6,Circle,-8.28,733952.0,733.473812,1
1299,1299,LMeOEt_GlymeLNledPMono42,6,Circle,-6.64,735968.0,735.489462,1
1300,1300,A3-pyridylethyl_GlymeLNledPMono42,6,Circle,-7.48,740947.0,740.4584963,1
1301,1301,Lpentyl_GlymeLNledPMono42,6,Circle,-5.27,748023.0,747.5258475,0
1302,1302,APhPr_GlymeLNledPMono42,6,Circle,-5.86,753986.0,753.4788974,0
1303,1303,AMono39meLNledPMono42,6,Circle,-6.21,755958.0,755.4581619,1
1304,1304,AMono40meLNledPMono42,6,Circle,-8.2,757978.0,757.4850454,1
1305,1305,AMono41meLNledPMono42,6,Circle,-9.0,760978.0,760.484711,1
1306,1306,LBn_GlymeLNledPMono42,6,Circle,-5.4,768013.0,767.4945474,0
1307,1307,FMeOEt_GlymeLNledPMono42,6,Circle,-6.38,769985.0,769.473812,1
1308,1308,LcHexCH2_GlymeLNledPMono42,6,Circle,-5.18,774061.0,773.5414976,0
1309,1309,LMono38meLNledPMono42,6,Circle,-6.87,776033.0,775.5207622,1
1310,1310,Fpentyl_GlymeLNledPMono42,6,Circle,-5.28,782.04,781.5101975,0
1311,1311,L3-pyridylethyl_GlymeLNledPMono42,6,Circle,-6.58,783028.0,782.5054465,1
1312,1312,LPhPr_GlymeLNledPMono42,6,Circle,-5.31,796067.0,795.5258475,0
1313,1313,LMono39meLNledPMono42,6,Circle,-5.6,798039.0,797.5051121,0
1314,1314,LMono40meLNledPMono42,6,Circle,-7.04,800059.0,799.5319955,1
1315,1315,FBn_GlymeLNledPMono42,6,Circle,-5.42,802.03,801.4788974,0
1316,1316,LMono41meLNledPMono42,6,Circle,-7.77,803059.0,802.5316612,1
1317,1317,FcHexCH2_GlymeLNledPMono42,6,Circle,-5.32,808078.0,807.5258475,0
1318,1318,FMono38meLNledPMono42,6,Circle,-6.45,810.05,809.5051121,1
1319,1319,F3-pyridylethyl_GlymeLNledPMono42,6,Circle,-6.65,817045.0,816.4897964,1
1320,1320,NalMeOEt_GlymeLNledPMono42,6,Circle,-5.73,820045.0,819.489462,0
1321,1321,FPhPr_GlymeLNledPMono42,6,Circle,-5.49,830084.0,829.5101975,0
1322,1322,FMono39meLNledPMono42,6,Circle,-5.76,832056.0,831.489462,0
1323,1323,Nalpentyl_GlymeLNledPMono42,6,Circle,-5.79,832.1,831.5258475,0
1324,1324,FMono40meLNledPMono42,6,Circle,-6.63,834076.0,833.5163455,1
1325,1325,FMono41meLNledPMono42,6,Circle,-7.35,837076.0,836.5160111,1
1326,1326,NalBn_GlymeLNledPMono42,6,Circle,-5.92,852.09,851.4945474,0
1327,1327,NalcHexCH2_GlymeLNledPMono42,6,Circle,-6.42,858138.0,857.5414976,1
1328,1328,NalMono38meLNledPMono42,6,Circle,-5.84,860.11,859.5207622,0
1329,1329,Nal3-pyridylethyl_GlymeLNledPMono42,6,Circle,-6.02,867105.0,866.5054465,1
1330,1330,NalPhPr_GlymeLNledPMono42,6,Circle,-6.37,880144.0,879.5258475,1
1331,1331,NalMono39meLNledPMono42,6,Circle,-6.5,882116.0,881.5051121,1
1332,1332,NalMono40meLNledPMono42,6,Circle,-6.05,884136.0,883.5319955,1
1333,1333,NalMono41meLNledPMono42,6,Circle,-6.47,887136.0,886.5316612,1
1334,1334,AMeOEt_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-5.25,705297.0,704.3664257,0
1335,1335,Apentyl_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-5.27,717352.0,716.4028112,0
1336,1336,ABn_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-5.48,737342.0,736.3715111,0
1337,1337,AcHexCH2_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-6.01,743.39,742.4184613,1
1338,1338,AMono38meLNledPBn(4-Cl)_Gly,6,Circle,-5.39,745362.0,744.3977258,0
1339,1339,LMeOEt_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-5.34,747378.0,746.4133759,0
1340,1340,A3-pyridylethyl_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-5.65,752357.0,751.3824101,0
1341,1341,Lpentyl_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-7.39,759433.0,758.4497614,1
1342,1342,APhPr_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-6.0,765396.0,764.4028112,0
1343,1343,AMono39meLNledPBn(4-Cl)_Gly,6,Circle,-6.3,767368.0,766.3820758,1
1344,1344,AMono40meLNledPBn(4-Cl)_Gly,6,Circle,-5.56,769388.0,768.4089592,0
1345,1345,AMono41meLNledPBn(4-Cl)_Gly,6,Circle,-6.44,772388.0,771.4086249,1
1346,1346,LBn_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-6.63,779423.0,778.4184613,1
1347,1347,FMeOEt_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-5.94,781395.0,780.3977258,0
1348,1348,LcHexCH2_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-7.1,785471.0,784.4654115,1
1349,1349,LMono38meLNledPBn(4-Cl)_Gly,6,Circle,-5.22,787443.0,786.444676,0
1350,1350,Fpentyl_GlymeLNledPBn(4-Cl)_Gly,6,Circle,-8.04,793.45,792.4341114,1
